Url;Establecimiento;Tipo;Categoria;EdificioSituacion;Direccion;Numero;CodigoPostal;Coordenada_X;Coordenada_Y;Altitud;Municipio;UnidadesAlojativas;Plazas;Telefonos;Telefax;Email
;ALFOMAR;HOTEL;1 ESTRELLA;;LA PE�ITA, 6 ;0;38400;28.414180755615234;-16.54743003845215;0;PUERTO DE LA CRUZ;25;44;922380682;922380682;hotelalfomar@terra.es
www.alondras.com;ALONDRAS PARK;APARTAMENTO;2 LLAVES;Playa;JOSE TAVIO, AVDA., S/N ;0;38660;40.27027893066406;-79.66221618652344;0;ARONA;77;277;922785913/731315;922730337;daniel@alondras.com
;ALJIBE, EL;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (Calificaci�n);CTRA. TACORONTE A TEJINA, N�135-G, POLIG.5, PARCELA 97.;0;38350;0;0;0;TACORONTE;2;5;922560429-639874656;;jferlop@hotmail.com
;ALTA MONTA�A;HOTEL URBANO;3 ESTRELLAS;Ciudad;C/. MORRO DEL CANO;1;38613;0;0;0;VILAFLOR;15;32;922709000;922709293;summitclub@jazzfree.com
;ANAGA;HOTEL;2 ESTRELLAS;;C/. IMELDO SERIS, 19 ESQ. C/. CRUZ VERDE, 7;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;126;198;922245090/922245091;922245644;hotelanaga@yahoo.es
www.hovima-hotels.com.;ALTAMIRA;APARTAMENTO;3 LLAVES;Playa;URB. EL BERIL, S/N. (EDIFICIO ALTAMIRA);0;38679;28.09357;-16.747168;0;ADEJE;142;504;922719046;922719160;altamira@jovima-hotels.com
;ALTAMAR;BUNGALOWS;2 LLAVES;;ARQUITECTO GOMEZ CUESTA, 8 ;0;38000;28.06345245;-16.72668535;0;ARONA;49;253;922790000;;
;ANA MARIA;APARTAMENTO;1 LLAVE;;RAMON PINO, 17 ;0;38000;28.052104;-16.719192;0;ARONA;5;20;922795045;;
ww.hotelandorratenerife.com;ANDORRA;APARTAMENTO;2 LLAVES;Playa;ANTONIO DOMINGUEZ, 10;0;38660;28.057335910000003;-16.73041552;0;ARONA;59;185;922793407;922752437;direccion andorra@telefonica.net
www.hotelesreveron.com;ANDREA'S;HOTEL;2 ESTRELLAS;;VALLE MENENDEZ, AVDA., S/N;0;38600;40.27027893066406;-79.66221618652344;0;ARONA;42;78;922790012;922794270;hotelandreas@hotelesreveron.com
hotelandorratenerife.com;ANDORRA III;HOTEL;3 ESTRELLAS;Playa;ANTONIO DOMINGUEZ, 10;0;38660;28.057335910000003;-16.73041552;0;ARONA;101;303;922793407;922752437;direccionandorra@telefonica.net
www.springhoteles.com;ARONA GRAN HOTEL;HOTEL;4 ESTRELLAS;;JUAN CARLOS I, n�m. 28, AVDA. ;0;38650;0;0;0;ARONA;391;776;922750678;922750243;www.arona@springhoteles.com
;ANGELES;PENSI�N;1 ESTRELLA;;MEQUINEZ, 98 ;0;38400;28.416767730000004;-16.55494474;0;PUERTO DE LA CRUZ;9;9;922372432;;
;ARENAS DEL MAR;HOTEL;4 ESTRELLAS;;AVDA. EUROPA , 2;0;38612;28.05045873;-16.52897626;0;GRANADILLA DE ABONA;155;320;922178661;922176114;clv@aaleman.e.telefonica.net
;ARGELIA;CASA RURAL;CATEGORIA �NICA;Barrio;C/ LA ESPERANZA, 8 (LAS VEGAS);0;38600;0;0;0;GRANADILLA DE ABONA;0;0;922660389;;
;ASTORIA;HOTEL;3 ESTRELLAS;;LA HOYA, 60;0;38400;0;0;0;PUERTO DE LA CRUZ;33;66;922384689;922 382976;administracion@astoria-bambi.com
www.laasomadadelgato.es;ASOMADA DEL GATO, LA;CASA RURAL;CATEGORIA �NICA;Ciudad;C/ ANCHIETA, 45;0;38201;28.4912419;-16.31816808;0;LA LAGUNA;0;0;609085059/922263937;;info@laasomadadelgato.es
;AROSA;PENSI�N;2 ESTRELLAS;;IRIARTE, 21 ;0;38400;28.415773580000003;-16.548104390000002;0;PUERTO DE LA CRUZ;24;41;922384237;;
www.casaelatajo.com;ATAJO, EL;CASA RURAL;CATEGORIA �NICA;Barrio;C/. EL ATAJO, 9 ;0;38689;28.23570064;-16.796019199999996;0;GUIA DE ISORA;2;4;922850556;922850556;
;ANGELES, LOS;PENSI�N;1 ESTRELLA;Ciudad;C/. JUAN DE VERA;37;38200;28.491126;-16.316159;0;LA LAGUNA;14;15;;;
www.qvc.co.uk;ATAMANES, LOS;APARTAMENTO;2 LLAVES;;C/. ANTONIO NAVARRO (URB. TORVISCAS);1;38000;28.082718;-16.732002;0;ADEJE;2;9;922/714003;922/715814;sunsetbeachresort@sunterra.com
www.trhoteles.es;ATALAYA;HOTEL;4 ESTRELLAS;;C/. DINAMARCA, 3 (PARQUE TAORO) ;0;38400;28.41074961;-16.546405830000005;0;PUERTO DE LA CRUZ;182;334;922376060;922387046;trh.atalaya@trhhoteles.com
www.atlantic-holiday.com;ATLANTIC HOLIDAY CENTER;HOTEL;2 ESTRELLAS;;C/. LA LAVA;10;38678;28.129702;-16.7838;0;ADEJE;70;188;922740023;922740512;info@atlantic-holiday.com
www.hotelesreveron.com;BAHIA COLON;APARTAMENTO;2 LLAVES;;LA PALOMA, 9;0;38650;40.326011657714844;-79.7016372680664;0;ARONA;9;35;922796013;922753404;colonsolomar@hotelesreveron.com
;BAHIA PARQUE;APARTAMENTO;1 LLAVE;Urbanizaci�n;LA LONGUERA , S/N;0;38410;28.397993;-16.578721;0;LOS REALEJOS;82;164;922364100;922363891;bahiaparque@telefonica.net
www.solvasa.com;ATLANTIDA-LAS PLATANERAS;BUNGALOWS;3 LLAVES;;AVDA. LONDRES, 3;0;38650;28.050155;-16.710031;0;ARONA;214;675;922790908/922790912;922791213;atlantasur@wanadoo.es
;ATLANTICO;HOTEL;2 ESTRELLAS;Ciudad;CASTILLO, 12 ;0;38002;28.46695393;-16.2500909;0;SANTA CRUZ DE TENERIFE;60;96;922246375;922246378;
www.hoteles-suilken.com;ATLANTIDA 2;HOTEL;4 ESTRELLAS;;Avda. Tres de Mayo n�m. 71;0;38005;28.45864668;-16.257948429999995;0;SANTA CRUZ DE TENERIFE;32;52;922292929;922284984;hotel atlantida.sc@hoteles-silken.com
www.hotelatlantida.com;ATLANTIDA SANTA CRUZ;HOTEL;4 ESTRELLAS;Ciudad;TRES DE MAYO ESQ.AUREA DIAZ FLORES AVDA. ;0;38005;28.458869780843887;-16.25706625554415;0;SANTA CRUZ DE TENERIFE;112;224;922294500;922224458;hotelatlantida.sc@hoteles-silken.com
;BAHIA PRINCESS;HOTEL;4 ESTRELLAS;;PARCELA 3B PLAN PARCIAL FA�ABE;0;38660;0;0;0;ADEJE;275;550;;;
www.bahia-principe.com;BAHIA PRINCIPE TENERIFE;HOTEL;5 ESTRELLAS;;CTRA. AL PUERTITO, SECTOR III, 20 URB., ;0;38670;0;0;0;ADEJE;220;440;922723100;922723300;info@bahia-principe.com
www.bahia-principe.com;BAHIA PRINCIPE COSTA ADEJE;HOTEL;4 ESTRELLAS;;PLAN PARCIAL PLAYA PARAISO, PARCELA 18, CTRA. AL PUERTITO;0;38670;0;0;0;ADEJE;478;956;922723100;922723300;info@bahia-principe.com
www.h10.es;BAHIA PRINCIPE SAN FELIPE;HOTEL;4 ESTRELLAS;Ciudad;AVDA. COLON,  22 ;0;38400;28.419069;-16.542904;0;PUERTO DE LA CRUZ;260;483;922383311;922373718;h10.san.felipe@h10.es
;BAMBI;APARTAMENTO;1 LLAVE;Ciudad;ENRIQUE TALG, 15 ;0;38400;28.416122939999997;-16.54548526;0;PUERTO DE LA CRUZ;41;82;922384689;922382976;administracion@astoria-bambi.com
www.barcelo.com;BARCELO SANTIAGO;HOTEL;4 ESTRELLAS;;C/. LA HONDURA, 8 ;0;38683;28.23892239;-16.84464607;0;SANTIAGO DEL TEIDE;406;810;922860912;922861808;santiago@barcelo.com
www.hap.es;BEATRIZ ATLANTIS & SPA;HOTEL;4 ESTRELLAS;;AVDA. VENEZUELA, 15 ;0;38400;28.41727086;-16.54264798;0;PUERTO DE LA CRUZ;334;631;922374545;922382153;atlantis@hap.es
;BELLAMAR;APARTAMENTO;1 LLAVE;;AVDA. RAFAEL GONZALEZ VERNETTA;0;38250;28.554723;-16.339261;0;LA LAGUNA;41;197;922540661;922544605;
;BARRANCO;BUNGALOWS;2 LLAVES;;SANTIAGO PUIG,  3, AVD. ;0;38640;28.06190908;-16.72886521;0;ARONA;75;225;922791860;922790921;922753529@e.telefonica.net
;BERLIN;PENSI�N;1 ESTRELLA;;MARCELINO PERDOMO REYES, 1, EL COROMOTO;0;38206;0;0;0;LA LAGUNA;20;25;922255043;922255043;
;BELLAVISTA;APARTAMENTO;3 LLAVES;;C/. EUCALIPTO (URB. LA PAZ);4;38400;0;0;0;PUERTO DE LA CRUZ;186;372;922383111;922383518;info@apartamentosbellavista.com
www.beverlyhillsclub.co.uk.;BEVERLY HILLS CLUB;APARTAMENTO;3 LLAVES;;RODEO, 9 -  OASIS DEL SUR, URB.;0;38650;40.27027893066406;-79.66221618652344;0;ARONA;247;890;922792611;922794412;beverlyhillsclub@xlresorts.com
www.princess-hotels.com;BEST TENERIFE;HOTEL;4 ESTRELLAS;;ANTONIO DOMINGUEZ, 6 AVDA. ;0;38660;28.05691212;-16.72863722;0;ARONA;365;696;922 792751;922791039;recepcion.tenerife@princess-hotels.com
www.globalia-hotels.com;BE LIVE OROTAVA;HOTEL;4 ESTRELLAS;Ciudad;AVDA. AGUILAR Y QUESADA, 3 ;0;38400;28.416378819999995;-16.542885990000002;0;PUERTO DE LA CRUZ;241;472;922388331/922368860;922 383872;orotavapalace@globalia-hotels.com
www.beverlyhillsclub.co.uk.;BEVERLY HILLS-HEIGHTS;APARTAMENTO;3 LLAVES;;SIERRA NEVADA, 1 - URB. OASIS DEL SUR;0;38650;0;0;0;ARONA;110;474;922752316;922753093;beverlyhillsheights@xlresorts.com
www.tenerife-labodega.com;BODEGA, LA;CASA RURAL;CATEGORIA �NICA;;C/ BETHENCOURT AFONSO, 4 ;0;38620;35.74946975708008;-120.6966781616211;0;SAN MIGUEL;4;8;922700590;922700590;
;BORINQUEN;APARTAMENTO;2 LLAVES;Playa;AVDA. VENEZUELA;14;38660;0;0;0;ADEJE;62;128;922791100;922787363;borinquen@infonegocio.com
www.aecan.es;BELESA, LA ;CASA RURAL;CATEGORIA �NICA;Monta�a;C/ TRECE DE SEPTIEMBRE, 13 ;0;38589;28.177771;-16.479415;0;ARICO;2;5;922232772/630430956;922595083;jchacor@hispavista.com
www.springhoteles.com;BITACORA;HOTEL;4 ESTRELLAS;;C/. CALIFORNIA, 1;0;38660;28.0581;-16.730866;0;ARONA;314;628;922791540;922796677;bitacora@springhoteles.com
www.laboruguita.com;BORUGUITA, LA;CASA RURAL;CATEGORIA �NICA;;C/ EL PASO, 63;0;38300;39.52854919433594;-121.17623138427734;0;LA OROTAVA;2;5;646084797;922370063;info@laboruguita.com
;BOUGANVILLAS, LAS;APARTAMENTO;2 LLAVES;Playa;TORVISCAS ALTO URB. ;0;38000;0;0;0;ADEJE;9;33;922790088;;
;BREZOS, LOS;APARTAMENTO;3 LLAVES;Playa;AVDA. BRUSELAS (PLAYA DE FA�ABE);7;38660;39.977298736572266;-75.33350372314453;0;ADEJE;88;273;922716502;922716096;
www.hotasa.es;BONANZA;HOTEL;4 ESTRELLAS;;ACEVI�O, 8 (URB.LA PAZ);0;38400;28.477762519999995;-16.29695553;0;PUERTO DE LA CRUZ;206;392;922381100;922374151;bonanzapalace@hotasa.es
www.hotelbotanico.com;BOTANICO;HOTEL;5 ESTRELLAS LUJO;;C/. RICHARD J. YEOWARD, 1 (URB. EL BOTANICO);0;38400;28.413785400000002;-16.540474890000002;0;PUERTO DE LA CRUZ;282;542;922381500/922381400;922381504;hotelbotanico@hotelbotanico.com
www.breveritas.com;BREVERITAS, LAS;CASA RURAL;CATEGORIA �NICA;;CMNO. LAS BREVERITAS, S/N;0;38438;0;0;0;ICOD DE LOS VINOS;3;6;620891846;922302853;
www.iberoestar.com;BOUGANVILLE PLAYA;HOTEL;4 ESTRELLAS;;Avda. Ernesto Sarti n�m. 5;0;38660;28.0840664;-16.73371461;0;ADEJE;481;914;922790200;922794173;bouganville.playa@iberoestar.com
;CALIBORNA;CASA EMBLEMATICA;CATEGOR�A �NICA;Suelo Urbano;C/ CALVARIO, N�1, ESQUINA SAN JOAQUIN;0;38570;0;0;0;FASNIA;2;4;;;
;CALLAO GARDEN;APARTAMENTO;3 LLAVES;Barrio;C/. EL JABLE, 39 ;0;38670;0;0;0;ADEJE;211;658;922740376;922741079;callao-garden@terra.es
;CALLAOMAR;APARTAMENTO;1 LLAVE;Urbanizaci�n;TENIQUE, 4;0;38000;0;0;0;ADEJE;15;30;696981017;922/743957;
;BUNGAMERICA;BUNGALOWS;2 LLAVES;;URUGUAY, 2 ;0;38660;28.06996247;-16.730709;0;ADEJE;32;114;922791264;;
www.a-caledonia.com;CALEDONIA PARK;HOTEL;3 ESTRELLAS;;URB. ALEMANIA, 1 (TORVISCAS ALTO, PARCELA 9);0;38660;0;0;0;ADEJE;256;708;922714800;922714714;caledonia@a-caledonia.com
www.casaruralelcango.com;CANGO, EL;CASA RURAL;CATEGORIA �NICA;Barrio;C/ VERA LOS CANGUEROS, 8-10 ;0;38580;0;0;0;ARICO;1;3;922161217;922271481;
;CANAIMA;APARTAMENTO;2 LLAVES;;AGUSTIN ESPINOSA, 15 ;0;38400;28.41458671;-16.555980070000004;0;PUERTO DE LA CRUZ;14;42;922383951/922383683;922373504;apartamentoscanaima@hotmail.com
www.hotasa.es;CANARIFE;HOTEL;4 ESTRELLAS;;ACEVI�O, 10  (URB. LA PAZ) ;0;38400;0;0;0;PUERTO DE LA CRUZ;215;416;922381200/922381554;922375103;canarifepalace@hotasa.es
www.coral-hotels.com;CALIFORNIA;APARTAMENTO;2 LLAVES;;C/. NOELIA AFONSO;2;38660;28.059433;-16.728983;0;ARONA;94;198;922753125;922/788316;info@coral-hotels.com
;CANO;PENSI�N;1 ESTRELLA;;GALVAN BELLO, 9 ;0;38640;0;0;0;ARONA;6;8;922785317;;
www.esperanza-hotel.com;CA�ADAS;HOTEL;1 ESTRELLA;;CTRA. Gral. Km.7,5.- ;0;38109;0;0;0;EL ROSARIO;7;14;922548030;922 548267;hotel@esperanza-hotel.com
;CARABELA II, LA;APARTAMENTO;2 LLAVES;Urbanizaci�n;C/. RICHARD YEOWARD (URB. EL BOTANICO);1;38400;0;0;0;PUERTO DE LA CRUZ;31;65;922384812/922371338;922374587;atlacarabela@hotmail.com
www.7islas.net/lacarabela;CARABELA, LA;APARTAMENTO;3 LLAVES;Ciudad;C/. RICHARD J. YEOWARD;1;38400;0;0;0;PUERTO DE LA CRUZ;45;90;922384812;922374587;atlacarabela@hotmail.com
www.lagosdefa�abe.com;CARDONES, LOS;APARTAMENTO;2 LLAVES;Playa;AVDA. RAFAEL PUIG LLIVINA;0;38660;45.794654846191406;8.526862144470215;0;ARONA;38;113;922/715216;922/715306;loslagos@lagosdefa�abe.com
www.hcareltenerifesur.com;CAREL;PENSI�N;2 ESTRELLAS;Playa;AVDA. PRINCIPES DE ESPA�A;22;38600;0;0;0;GRANADILLA DE ABONA;21;42;922176898;922176898;reservas@hcareltenerifesur.com
;CASA ALTA;PENSI�N;2 ESTRELLAS;;CALZADA DE MARTIANEZ, 9 ;0;38400;0;0;0;PUERTO DE LA CRUZ;13;22;922385868/60958595;;
www.apartamentoscaribe.com;CARIBE;APARTAMENTO;3 LLAVES;;AVDA. V CENTENARIO;3;38660;39.977298736572266;-75.33350372314453;0;ADEJE;128;384;922790450;922750992;
www.antonpiche.com;CASA ANTON PICHE;CASA RURAL;CATEGORIA �NICA;;C/ PRINCIPAL, 38 ;0;38600;0;0;0;GRANADILLA DE ABONA;3;6;922772838;922770148;
www.casacantito.com;CANTITO, EL;CASA EMBLEMATICA;CATEGOR�A �NICA;Suelo Urbano;AVDA. DE LAS AGUAS, 20;0;38420;28.395427;-16.641383;0;SAN JUAN DE LA RAMBLA;1;3;922360639;;vanarkel@wanadoo.es
www.casabailon.com;CASA BAILON;VIVIENDA TURISTICA;SIN DATO;Barrio;FINCA LAS AGUILILLAS IMOSE ;0;38589;43.63616180419922;-113.3007583618164;0;ARICO;2;3;922768022;;
;CASA AURELIA;CASA RURAL;CATEGORIA �NICA;Barrio;C/. LA MORRITA, 13 (CALLEJON LA ROSA) ;0;38530;0;0;0;CANDELARIA;2;6;922232235;;
www.fincacasamarilla.com;CASA AMARILLA;VIVIENDA TURISTICA;CATEGOR�A �NICA;;LA CALETA DE INTERIAN ;0;38470;28.375778;-16.795171;0;LOS SILOS;4;10;922840118;922840753;info@fincacasamarilla.com
;CASA BLANCA;PENSI�N;1 ESTRELLA;;VIERA Y CLAVIJO, 15 ;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;18;25;922278599;;
;CASA CA CHO PEDRO;VIVIENDA TURISTICA;SIN DATO;;PISTA MILITAR, 15 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;2;6;922549435;;
;CASA DE LA PALMERA, LA;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (Calificaci�n);CARRETERA TACORONTE-TEJINA, N� 135(H), POLIG 5 PARCELA 239 (ANTES N� 141);0;38350;0;0;0;TACORONTE;2;5;922560790/639874656;;jferlop@hotmail.com
;CASA BLANCA;PENSI�N;1 ESTRELLA;;RAMON PINO, 28 ;0;38640;0;0;0;ARONA;10;16;922790835;;
www.casaruralcarmela.com;CASA CARMELA;CASA RURAL;CATEGORIA �NICA;;C/ LA RIVERA, 4;0;38680;0;0;0;GUIA DE ISORA;3;4;922850062;;casa.carmela@vodafone.es
www.terra.es/personal/cduranza;CASA DEL ABUELO;CASA RURAL;CATEGORIA �NICA;;C/ SANTA LUCIA, 1;0;38688;0;0;0;GUIA DE ISORA;2;4;922852214;922853069;cduranza@terra.es
www.casamontemayor.com;CASA DE MONTEMAYOR;CASA RURAL;CATEGORIA �NICA;;CAMINO DE MOYA, S/N (EL BOQUER�N);0;38270;33.69390106201172;-117.4035415649414;0;LA LAGUNA;2;5;922288110;;
www.casacuraviejo.com;CASA DEL CURA VIEJO;CASA RURAL;CATEGORIA �NICA;;C/ ANDRES OROZCO BATISTA, 18 ;0;38550;0;0;0;ARAFO;3;7;922511835/607659817;922511835;
www.hotelcasadelsol.com;CASA DEL SOL;HOTEL;3 ESTRELLAS;;C/. FINLANDIA (URB. SAN FERNANDO) ;4;38400;0;0;0;PUERTO DE LA CRUZ;45;80;922380762;922380334;rerservas@hotelcasadelsol.es
;CASA EL CHORRO;CASA RURAL;CATEGORIA �NICA;Monta�a;CARRIZAL ALTO, S/N.;0;38480;0;0;612;BUENAVISTA DEL NORTE;0;0;669224805;;
;CASA ERQUES;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (No Calificaci�n);LA MORRA, S/N;0;38680;0;0;850;GUIA DE ISORA;2;4;922788364;922795434;fadan@procuradorentenerife.com
;CASA EL MAESTRO;CASA RURAL;CATEGORIA �NICA;;LOMO JUAN DIAZ, 19 ;0;38530;0;0;0;CANDELARIA;2;3;922688210/687821488;;
;CASA LAS PEREZ;CASA RURAL;CATEGORIA �NICA;Barrio;C/ GUAJARA, 23 (LAS VEGAS);0;38600;0;0;0;GRANADILLA DE ABONA;2;5;922501271;;
www.casalahoyita.com;CASA LA HOYITA;CASA RURAL;CATEGORIA �NICA;Ciudad;C/ CALLEJON, 3 (BARRIO DE LA HOYA);0;38500;0;0;0;G�IMAR;1;3;686616559;;
;CASA GRILLO;VIVIENDA TURISTICA;SIN DATO;Ciudad;CALLEJON EL LLANO, 6 (EL CARMEN) ;0;38580;43.63616180419922;-113.3007583618164;0;ARICO;2;4;922768449/922768154;;
;CASA LOS ESCALONES;VIVIENDA TURISTICA;SIN DATO;;GENERAL LA ESCALONA, 8 CTRA.;0;38000;0;0;0;VILAFLOR;2;6;922244174;;
;CASA LAS VIGAS;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (Calificaci�n);LOMO LAS VIGAS (LA FLORIDA-CHAJA�A);0;38589;-18.638050079345703;-69.72359466552734;0;ARICO;2;4;646872239;;
;CASA LA CUNA;CASA RURAL;CATEGORIA �NICA;;TRANSVERSAL A C/ ANTONIO DORTA CURBELO, 3;0;38435;32.60641098022461;-109.55258178710938;0;TANQUE;0;0;922121195/696432200;;
;CASA MARIA;APARTAMENTO;2 LLAVES;;C/. LA CUEVA (LAS CUEVECITAS);22;NULL;0;0;0;CANDELARIA;9;30;922506443/291173;922/506443;
;CASA MUSEO;CASA RURAL;CATEGORIA �NICA;Barrio;C/ LA LUZ, 6;0;38589;43.63616180419922;-113.3007583618164;0;ARICO;1;2;922768000;;agustina_368@hotmail.com
www.casarurallamacrina.com;CASA MACRINA;CASA RURAL;CATEGORIA �NICA;;BARRIO LA CONCEPCION, 2;0;38677;39.977298736572266;-75.33350372314453;0;ADEJE;1;2;922781792;922781792;
www.piedraredonda.com;CASA MONTIEL;CASA RURAL;CATEGORIA �NICA;Monta�a;CMNO. MONTIEL, 18 A - LAS VISTAS (APARTADO DE CORREOS, 29)  ;0;38430;0;0;0;ICOD DE LOS VINOS;1;2;922810568;922810568;info@piedraredonda.com
;CASA NATI;PENSI�N;1 ESTRELLA;Monta�a;BORUGA, 20 ;0;38300;0;0;0;LA OROTAVA;4;8;922320218;;
www.casapachele.com;CASA PACHELE;CASA RURAL;CATEGORIA �NICA;;C/ CENTINELA, 11 ;0;38440;0;0;0;LA GUANCHA;2;4;922828430;;
www.casapancho.com;CASA PANCHO;CASA RURAL;CATEGORIA �NICA;;C/ LOMO ANGOSTO, 16;0;38579;28.233736;-16.454813;0;FASNIA;0;0;657176157;;
;CASA QUEMADA;CASA RURAL;CATEGORIA �NICA;;PARAJE DE TENO ALTO, S/N ;0;38480;41.744468688964844;-123.97113037109375;0;BUENAVISTA DEL NORTE;2;6;639668902;;
;CASA PEPA;CASA RURAL;CATEGORIA �NICA;;C/ GUAJARA S/N. (LAS VEGAS);0;38600;28.120406;-16.574044;0;GRANADILLA DE ABONA;2;6;922223714;;
;CASA ROSALIA;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (No Calificaci�n);C/ EL SANGUI�AL, 4 (LLANITO PERERA);0;38430;0;0;0;ICOD DE LOS VINOS;2;4;922812850;;
;CASA PURA;CASA RURAL;CATEGORIA �NICA;;ROQUE LAS TABAIBAS, S/N ;0;38480;41.744468688964844;-123.97113037109375;0;BUENAVISTA DEL NORTE;3;6;922127657;;
;CASA RENOLLON;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (Calificaci�n);C/ BENITEZ DE LUGO, 10;0;38589;28.167082;-16.501764;0;ARICO;2;4;922161258;922161388;main@domiciles-tropical.com
;CASA TAJARASTE;CASA RURAL;CATEGORIA �NICA;;CMNO. LOMO ACEVEDO, 10. (LA PATITA) ;0;38430;0;0;0;ICOD DE LOS VINOS;2;5;922121352;;
